Uniprot	GeneName	ProteinName	No. Peptides	k.mean	k.sd	k.mean.cv	k.median	k.mad	k.median.cv	normality
Q9D554	Sf3a3	Splicing factor 3A subunit 3 (SF3a60) (Spliceosome-associated protein 61) (SAP 61)	1	0.083	NA	NA	0.083	NA	NA	0
P29341	Pabpc1	Polyadenylate-binding protein 1 (PABP-1) (Poly(A)-binding protein 1)	5	0.1542	0.0552331422245738	0.358191583816951	0.141	0.0504084	0.357506382978723	0.351228824798517
Q80W22	Thnsl2	Threonine synthase-like 2 (TSH2) (mTSH2) (EC 4.2.3.-)	1	0.036	NA	NA	0.036	NA	NA	0
Q80W21	Gstm7	Glutathione S-transferase Mu 7 (EC 2.5.1.18) (GST class-mu 7) (GSTM-7)	3	0.0806666666666667	0.0155670592384475	0.192980073203895	0.079	0.0192738	0.243972151898734	0.822663382086976
Q80VP1	Epn1	Epsin-1 (EPS-15-interacting protein 1) (Intersectin-EH-binding protein 1) (Ibp1)	1	0.156	NA	NA	0.156	NA	NA	0
Q9DAK9	Phpt1	14 kDa phosphohistidine phosphatase (EC 3.1.3.-) (Phosphohistidine phosphatase 1)	2	0.0625	0.0289913780286484	0.463862048458375	0.0625	0.0303933	0.4862928	0
Q6P9R2	Oxsr1	Serine/threonine-protein kinase OSR1 (EC 2.7.11.1) (Oxidative stress-responsive 1 protein)	5	0.0882	0.0174556581084759	0.197909955878411	0.086	0.0118608	0.137916279069768	0.933768711311534
P70362	Ufd1l	Ubiquitin fusion degradation protein 1 homolog (UB fusion protein 1)	2	0.3215	0.218495995386643	0.679614293582094	0.3215	0.2290617	0.712478071539658	0
Q9Z0F7	Sncg	Gamma-synuclein (Persyn)	4	0.137	0.00840634680861232	0.0613601956833016	0.136	0.00741300000000001	0.0545073529411765	0.899421135144652
P58281	Opa1	Dynamin-like 120 kDa protein, mitochondrial (EC 3.6.5.5) (Large GTP-binding protein) (LargeG) (Optic atrophy protein 1 homolog) [Cleaved into: Dynamin-like 120 kDa protein, form S1]	7	0.0417142857142857	0.00708788369247798	0.169915020025157	0.042	0.007413	0.1765	0.904710885490898
Q9Z0E6	Gbp2	Interferon-induced guanylate-binding protein 2 (GTP-binding protein 2) (GBP-2) (mGBP-2) (mGBP2) (Guanine nucleotide-binding protein 2)	1	0.204	NA	NA	0.204	NA	NA	0
P62754	Rps6	40S ribosomal protein S6 (Phosphoprotein NP33)	2	0.0875	0.0162634559672906	0.185868068197607	0.0875	0.0170499	0.194856	0
P62751	Rpl23a	60S ribosomal protein L23a	1	0.126	NA	NA	0.126	NA	NA	0
Q9D517	Agpat3	1-acyl-sn-glycerol-3-phosphate acyltransferase gamma (EC 2.3.1.51) (1-acylglycerol-3-phosphate O-acyltransferase 3) (1-AGP acyltransferase 3) (1-AGPAT 3) (Lysophosphatidic acid acyltransferase gamma) (LPAAT-gamma)	2	0.1085	0.0106066017177982	0.0977566978598914	0.1085	0.0111195	0.102483870967742	0
Q9CT10	Ranbp3	Ran-binding protein 3 (RanBP3)	1	0.329	NA	NA	0.329	NA	NA	0
P70349	Hint1	Histidine triad nucleotide-binding protein 1 (EC 3.-.-.-) (Adenosine 5'-monophosphoramidase) (Protein kinase C inhibitor 1) (Protein kinase C-interacting protein 1) (PKCI-1)	6	0.0638333333333333	0.00386867763798778	0.0606059159998085	0.0635	0.0037065	0.0583700787401575	0.952481636108522
P62743	Ap2s1	AP-2 complex subunit sigma (Adaptor protein complex AP-2 subunit sigma) (Adaptor-related protein complex 2 subunit sigma) (Clathrin assembly protein 2 sigma small chain) (Clathrin coat assembly protein AP17) (Clathrin coat-associated protein AP17) (Plasma membrane adaptor AP-2 17 kDa protein) (Sigma-adaptin 3b) (Sigma2-adaptin)	1	0.15	NA	NA	0.15	NA	NA	0
P68040	Gnb2l1	Guanine nucleotide-binding protein subunit beta-2-like 1 (12-3) (Receptor for activated C kinase) (Receptor of activated protein kinase C 1) (RACK1) (p205) [Cleaved into: Guanine nucleotide-binding protein subunit beta-2-like 1, N-terminally processed]	10	0.109	0.0164991582276861	0.151368424107212	0.1135	0.0192738	0.169813215859031	0.339656484130634
Q8CI95			1	0.288	NA	NA	0.288	NA	NA	0
Q8CI94	Pygb	Glycogen phosphorylase, brain form (EC 2.4.1.1)	31	0.11741935483871	0.0281528852204629	0.239763582921525	0.121	0.0207564	0.171540495867769	0.146546997614746
P70336	Rock2	Rho-associated protein kinase 2 (EC 2.7.11.1) (Rho-associated, coiled-coil-containing protein kinase 2) (Rho-associated, coiled-coil-containing protein kinase II) (ROCK-II) (p164 ROCK-2)	2	0.303	0.25597265478953	0.844794240229473	0.303	0.2683506	0.885645544554455	0
P68037	Ube2l3	Ubiquitin-conjugating enzyme E2 L3 (EC 6.3.2.19) (UbcM4) (Ubiquitin carrier protein L3) (Ubiquitin-protein ligase L3)	2	0.0975	0.0233345237791561	0.239328449016985	0.0975	0.0244629	0.250901538461538	0
Q8CHW4	Eif2b5	Translation initiation factor eIF-2B subunit epsilon (eIF-2B GDP-GTP exchange factor subunit epsilon)	2	0.229	0.00707106781186548	0.0308780253793252	0.229	0.00741300000000001	0.0323711790393013	0
P58252	Eef2	Elongation factor 2 (EF-2)	21	0.170142857142857	0.148386416397959	0.872128391927553	0.139	0.0340998	0.245322302158273	3.10375541588068e-08
Q6IRU2	Tpm4	Tropomyosin alpha-4 chain (Tropomyosin-4)	6	0.139333333333333	0.0427254802976709	0.306642203093332	0.1465	0.0274281	0.18722252559727	0.0504559961819434
O88958	Gnpda1	Glucosamine-6-phosphate isomerase 1 (EC 3.5.99.6) (Glucosamine-6-phosphate deaminase 1) (GNPDA 1) (GlcN6P deaminase 1) (Oscillin)	1	0.083	NA	NA	0.083	NA	NA	0
Q3U1J4	Ddb1	DNA damage-binding protein 1 (DDB p127 subunit) (Damage-specific DNA-binding protein 1) (UV-damaged DNA-binding factor)	7	0.307	0.124119566010628	0.404298260620938	0.333	0.1957032	0.587697297297297	0.349125206689721
Q99J99			5	0.0858	0.026771253239249	0.312019268522716	0.091	0.0326172	0.358430769230769	0.722909104070641
Q8CI70	Lrrc20	Leucine-rich repeat-containing protein 20	1	0.119	NA	NA	0.119	NA	NA	0
P62717	Rpl18a	60S ribosomal protein L18a	2	0.0555	0.0657609306503489	1.18488163333962	0.0555	0.0689409	1.24217837837838	0
Q99J83	Atg5	Autophagy protein 5 (APG5-like)	1	0.257	NA	NA	0.257	NA	NA	0
P50752	Tnnt2	Troponin T, cardiac muscle (TnTc) (Cardiac muscle troponin T) (cTnT)	17	0.119058823529412	0.0294203810908257	0.247107943944682	0.127	0.0177912	0.140088188976378	0.000429017743480365
P48453	Ppp3cb	Serine/threonine-protein phosphatase 2B catalytic subunit beta isoform (EC 3.1.3.16) (CAM-PRP catalytic subunit) (Calmodulin-dependent calcineurin A subunit beta isoform)	1	0.167	NA	NA	0.167	NA	NA	0
P62702	Rps4x	40S ribosomal protein S4, X isoform	3	0.06	0.0117898261225516	0.196497102042527	0.063	0.0103782	0.164733333333333	0.575649073720051
Q8CI51	Pdlim5	PDZ and LIM domain protein 5 (Enigma homolog) (Enigma-like PDZ and LIM domains protein)	2	0.0995	0.0120208152801713	0.120812213871068	0.0995	0.0126021	0.126654271356784	0
Q8CHT0	Aldh4a1	Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial (P5C dehydrogenase) (EC 1.2.1.88) (Aldehyde dehydrogenase family 4 member A1) (L-glutamate gamma-semialdehyde dehydrogenase)	10	0.0281	0.0103757195198962	0.369242687540791	0.0285	0.0118608	0.416168421052632	0.96839778234076
Q71FD7	Fblim1	Filamin-binding LIM protein 1 (FBLP-1) (CSX-associated LIM)	8	0.2165	0.0490335162341608	0.22648275396841	0.2295	0.0541149	0.23579477124183	0.262384141702368
Q8CHS7	Dhrs7c	Dehydrogenase/reductase SDR family member 7C (EC 1.1.-.-)	2	0.0905	0.00353553390593274	0.0390666729937319	0.0905	0.0037065	0.0409558011049724	0
P15116	Cdh2	Cadherin-2 (Neural cadherin) (N-cadherin) (CD antigen CD325)	1	0.143	NA	NA	0.143	NA	NA	0
B2RXS4	Plxnb2	Plexin-B2	2	0.176	0.0226274169979695	0.128564869306645	0.176	0.0237216	0.134781818181818	0
Q8CI32	Bag5	BAG family molecular chaperone regulator 5 (BAG-5) (Bcl-2-associated athanogene 5)	1	0.158	NA	NA	0.158	NA	NA	0
P15105	Glul	Glutamine synthetase (GS) (EC 6.3.1.2) (Glutamate decarboxylase) (EC 4.1.1.15) (Glutamate--ammonia ligase)	4	0.21825	0.3465067339413	1.58765972023505	0.046	0.0037065	0.0805760869565218	0.0015165375858429
P38647	Hspa9	Stress-70 protein, mitochondrial (75 kDa glucose-regulated protein) (GRP-75) (Heat shock 70 kDa protein 9) (Mortalin) (Peptide-binding protein 74) (PBP74) (p66 MOT)	16	0.083375	0.0138365458117263	0.165955571954738	0.0835	0.014826	0.177556886227545	0.961537171167272
Q9D4H8	Cul2	Cullin-2 (CUL-2)	3	0.169666666666667	0.0653783858269179	0.385334297604624	0.182	0.0681996	0.374723076923077	0.686578067152042
Q8BZW8	Nhlrc2	NHL repeat-containing protein 2	3	0.0903333333333333	0.047247574893674	0.523035884431815	0.072	0.0252042	0.350058333333333	0.345471132123647
P40936	Inmt	Indolethylamine N-methyltransferase (Indolamine N-methyltransferase) (EC 2.1.1.49) (EC 2.1.1.96) (Aromatic alkylamine N-methyltransferase) (Amine N-methyltransferase) (Arylamine N-methyltransferase) (Thioether S-methyltransferase) (TEMT)	5	0.1436	0.0362670649487934	0.252556162596054	0.136	0.0459606	0.337945588235294	0.501891832140653
Q8CHP8	Pgp	Phosphoglycolate phosphatase (PGP) (PGPase) (EC 3.1.3.18) (EC 3.1.3.48) (Aspartate-based ubiquitous Mg(2+)-dependent phosphatase) (AUM)	6	0.0761666666666667	0.0134969132273519	0.177202361847071	0.077	0.0096369	0.125154545454545	0.958179692518594
Q99J39	Mlycd	Malonyl-CoA decarboxylase, mitochondrial (MCD) (EC 4.1.1.9)	2	0.0415	0.0162634559672906	0.391890505235918	0.0415	0.0170499	0.410840963855422	0
P59999	Arpc4	Actin-related protein 2/3 complex subunit 4 (Arp2/3 complex 20 kDa subunit) (p20-ARC)	3	0.0716666666666667	0.0106926766215636	0.149200138905539	0.074	0.0103782	0.140245945945946	0.636886845028965
Q99J36	Thumpd1	THUMP domain-containing protein 1	1	0.211	NA	NA	0.211	NA	NA	0
Q3TCJ1	Fam175b	BRISC complex subunit Abro1 (Abraxas brother protein 1) (Protein FAM175B)	3	0.104	0.0740810367098085	0.712317660671236	0.132	0.0415128	0.314490909090909	0.363113154971025
Q8VH51	Rbm39	RNA-binding protein 39 (Coactivator of activating protein 1 and estrogen receptors) (Coactivator of AP-1 and ERs) (RNA-binding motif protein 39) (RNA-binding region-containing protein 2) (Transcription coactivator CAPER)	1	0.638	NA	NA	0.638	NA	NA	0
Q80VD1	Fam98b	Protein FAM98B	1	0.14	NA	NA	0.14	NA	NA	0
Q3TCH7	Cul4a	Cullin-4A (CUL-4A)	4	0.32975	0.0718951783269689	0.218029350498769	0.3265	0.081543	0.249748851454824	0.788285515675874
P24472	Gsta4	Glutathione S-transferase A4 (EC 2.5.1.18) (GST A4-4) (GSTA4-4) (GST class-alpha member 4) (Glutathione S-transferase 5.7) (GST 5.7)	6	0.0455	0.0167779617355625	0.368746411770605	0.055	0.0037065	0.0673909090909091	0.0148760771092325
O70373			8	0.355	0.106735989378332	0.300664758812203	0.334	0.0934038	0.279652095808383	0.274414412207453
Q99J09	Wdr77	Methylosome protein 50 (MEP-50) (WD repeat-containing protein 77)	3	0.142333333333333	0.00960902353693304	0.0675107040065553	0.144	0.0103782	0.0720708333333334	0.712029260835244
P57784	Snrpa1	U2 small nuclear ribonucleoprotein A' (U2 snRNP A')	1	0.089	NA	NA	0.089	NA	NA	0
P57780	Actn4	Alpha-actinin-4 (F-actin cross-linking protein) (Non-muscle alpha-actinin 4)	8	0.149625	0.0331444349993867	0.221516691725225	0.1525	0.0289107	0.189578360655738	0.713456611440739
P14685	Psmd3	26S proteasome non-ATPase regulatory subunit 3 (26S proteasome regulatory subunit RPN3) (26S proteasome regulatory subunit S3) (Proteasome subunit p58) (Transplantation antigen P91A) (Tum-P91A antigen)	5	0.1492	0.0366292233059889	0.245504177654081	0.141	0.0311346	0.220812765957447	0.508165623350258
P57776	Eef1d	Elongation factor 1-delta (EF-1-delta)	3	0.145	0.0421426150114109	0.290638724216627	0.149	0.0533736	0.358212080536913	0.842833201535056
P26638	Sars	Serine--tRNA ligase, cytoplasmic (EC 6.1.1.11) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase)	8	0.24775	0.0827970841446554	0.33419610149205	0.2355	0.0822843	0.349402547770701	0.720275711310888
P16858	Gapdh	Glyceraldehyde-3-phosphate dehydrogenase (GAPDH) (EC 1.2.1.12) (Peptidyl-cysteine S-nitrosylase GAPDH) (EC 2.6.99.-)	29	0.0714137931034483	0.0159989223775034	0.224031264581168	0.074	0.014826	0.200351351351351	0.334172832977679
P24452			2	0.1215	0.0233345237791561	0.192053693655606	0.1215	0.0244629	0.201340740740741	0
P53395	Dbt	Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial (EC 2.3.1.168) (Branched-chain alpha-keto acid dehydrogenase complex component E2) (BCKAD-E2) (BCKADE2) (Dihydrolipoamide acetyltransferase component of branched-chain alpha-keto acid dehydrogenase complex) (Dihydrolipoamide branched chain transacylase) (Dihydrolipoyllysine-residue (2-methylpropanoyl)transferase)	6	0.0391666666666667	0.00868139773692386	0.221652708176779	0.04	0.0029652	0.0741300000000001	0.534346832519709
P57746	Atp6v1d	V-type proton ATPase subunit D (V-ATPase subunit D) (V-ATPase 28 kDa accessory protein) (Vacuolar proton pump subunit D)	2	0.309	0.212132034355964	0.686511438045192	0.309	0.22239	0.719708737864078	0
P32020	Scp2	Non-specific lipid-transfer protein (NSL-TP) (EC 2.3.1.176) (Propanoyl-CoA C-acyltransferase) (SCP-chi) (SCPX) (Sterol carrier protein 2) (SCP-2) (Sterol carrier protein X) (SCP-X)	1	0.171	NA	NA	0.171	NA	NA	0
P47964			1	0.072	NA	NA	0.072	NA	NA	0
P47962	Rpl5	60S ribosomal protein L5	1	0.159	NA	NA	0.159	NA	NA	0
P59913	Pcmtd1	Protein-L-isoaspartate O-methyltransferase domain-containing protein 1	1	0.187	NA	NA	0.187	NA	NA	0
P63158	Hmgb1	High mobility group protein B1 (High mobility group protein 1) (HMG-1)	1	0.101	NA	NA	0.101	NA	NA	0
P47955	Rplp1	60S acidic ribosomal protein P1	1	0.153	NA	NA	0.153	NA	NA	0
O70310	Nmt1	Glycylpeptide N-tetradecanoyltransferase 1 (EC 2.3.1.97) (Myristoyl-CoA:protein N-myristoyltransferase 1) (NMT 1) (Type I N-myristoyltransferase) (Peptide N-myristoyltransferase 1)	2	0.1705	0.00353553390593272	0.0207362692430072	0.1705	0.00370649999999998	0.0217390029325512	0
P47941	Crkl	Crk-like protein	3	0.210333333333333	0.019399312702602	0.0922312806779807	0.22	0.0044478	0.0202172727272727	0.147822315482295
P00493	Hprt1	Hypoxanthine-guanine phosphoribosyltransferase (HGPRT) (HGPRTase) (EC 2.4.2.8) (HPRT B)	3	0.110333333333333	0.0209841209807162	0.190188407680207	0.103	0.0133434	0.129547572815534	0.412771231400449
Q8BMS4	Coq3	Hexaprenyldihydroxybenzoate methyltransferase, mitochondrial (EC 2.1.1.114) (2-polyprenyl-6-hydroxyphenol methylase) (EC 2.1.1.222) (3,4-dihydroxy-5-hexaprenylbenzoate methyltransferase) (DHHB methyltransferase) (DHHB-MT) (DHHB-MTase) (3-demethylubiquinone-9 3-methyltransferase) (EC 2.1.1.64) (Dihydroxyhexaprenylbenzoate methyltransferase)	2	0.048	0.00282842712474619	0.058925565098879	0.048	0.0029652	0.0617750000000001	0
Q8BMS1	Hadha	Trifunctional enzyme subunit alpha, mitochondrial (TP-alpha) [Includes: Long-chain enoyl-CoA hydratase (EC 4.2.1.17); Long chain 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.211)]	25	0.0318	0.011	0.345911949685535	0.034	0.0044478	0.130817647058824	0.0689025411246729
P35980	Rpl18	60S ribosomal protein L18	3	0.0813333333333333	0.0430155010819743	0.528879111663619	0.089	0.0459606	0.516411235955056	0.70402614629432
P47934	Crat	Carnitine O-acetyltransferase (Carnitine acetylase) (EC 2.3.1.7) (Carnitine acetyltransferase) (CAT) (CrAT)	11	0.0284545454545455	0.00732616729762072	0.257469138255041	0.028	0.0059304	0.2118	0.409752877164878
P51174	Acadl	Long-chain specific acyl-CoA dehydrogenase, mitochondrial (LCAD) (EC 1.3.8.8)	27	0.0372592592592593	0.00868062649543662	0.232979041130009	0.039	0.0088956	0.228092307692308	0.584719257292467
Q80UY1			1	0.125	NA	NA	0.125	NA	NA	0
P35979	Rpl12	60S ribosomal protein L12	4	0.06825	0.0147732867026942	0.216458413226288	0.0725	0.00741300000000001	0.102248275862069	0.297402798342208
Q3U186	Rars2	Probable arginine--tRNA ligase, mitochondrial (EC 6.1.1.19) (Arginyl-tRNA synthetase) (ArgRS)	1	0.068	NA	NA	0.068	NA	NA	0
P20029	Hspa5	78 kDa glucose-regulated protein (GRP-78) (Heat shock 70 kDa protein 5) (Immunoglobulin heavy chain-binding protein) (BiP)	19	0.171947368421053	0.0183317383676221	0.106612497393578	0.172	0.0163086	0.0948174418604652	0.776855799420918
P51163	Uros	Uroporphyrinogen-III synthase (UROIIIS) (UROS) (EC 4.2.1.75) (Hydroxymethylbilane hydrolyase [cyclizing]) (Uroporphyrinogen-III cosynthase)	2	0.158	0.0339411254969543	0.214817249980723	0.158	0.0355824	0.225205063291139	0
P14602	Hspb1	Heat shock protein beta-1 (HspB1) (Growth-related 25 kDa protein) (Heat shock 25 kDa protein) (HSP 25) (Heat shock 27 kDa protein) (HSP 27) (p25)	19	0.139578947368421	0.0290656647179636	0.208238171056301	0.142	0.0163086	0.114849295774648	0.0848938072566161
Q8BZJ7	Dcun1d2	DCN1-like protein 2 (DCUN1 domain-containing protein 2) (Defective in cullin neddylation protein 1-like protein 2)	2	0.1465	0.0346482322781408	0.236506704970245	0.1465	0.0363237	0.247943344709898	0
Q3U0V1	Khsrp	Far upstream element-binding protein 2 (FUSE-binding protein 2) (KH type-splicing regulatory protein) (KSRP)	2	0.196	0.0480832611206852	0.245322760819823	0.196	0.0504084	0.257185714285714	0
P47911	Rpl6	60S ribosomal protein L6 (TAX-responsive enhancer element-binding protein 107) (TAXREB107)	2	0.114	0.0254558441227157	0.223296878269436	0.114	0.0266868	0.234094736842105	0
P51150	Rab7a	Ras-related protein Rab-7a	5	0.3928	0.127924587159779	0.32567359256563	0.398	0.0311346	0.0782276381909548	0.689961231199203
Q8BMP6	Acbd3	Golgi resident protein GCP60 (Acyl-CoA-binding domain-containing protein 3) (Golgi complex-associated protein 1) (GOCAP1) (Golgi phosphoprotein 1) (GOLPH1) (PBR- and PKA-associated protein 7) (Peripheral benzodiazepine receptor-associated protein PAP7)	1	0.119	NA	NA	0.119	NA	NA	0
P63101	Ywhaz	14-3-3 protein zeta/delta (Protein kinase C inhibitor protein 1) (KCIP-1) (SEZ-2)	6	0.110166666666667	0.0168453752308064	0.152908095892343	0.1115	0.0155673	0.139617040358744	0.944310145942967
Q6P8X1	Snx6	Sorting nexin-6 [Cleaved into: Sorting nexin-6, N-terminally processed]	1	0.156	NA	NA	0.156	NA	NA	0
Q99020	Hnrnpab	Heterogeneous nuclear ribonucleoprotein A/B (hnRNP A/B) (CArG-binding factor-A) (CBF-A)	1	0.218	NA	NA	0.218	NA	NA	0
Q07417	Acads	Short-chain specific acyl-CoA dehydrogenase, mitochondrial (SCAD) (EC 1.3.8.1) (Butyryl-CoA dehydrogenase)	7	0.0307142857142857	0.00540722620556004	0.176049225297304	0.028	0.0059304	0.2118	0.558927095204797
Q80UU9	Pgrmc2	Membrane-associated progesterone receptor component 2	1	0.135	NA	NA	0.135	NA	NA	0
P39054	Dnm2	Dynamin-2 (EC 3.6.5.5) (Dynamin UDNM)	1	0.133	NA	NA	0.133	NA	NA	0
Q71RI9	Ccbl2	Kynurenine--oxoglutarate transaminase 3 (EC 2.6.1.7) (Cysteine-S-conjugate beta-lyase 2) (EC 4.4.1.13) (Kynurenine aminotransferase III) (KATIII) (Kynurenine--glyoxylate transaminase) (EC 2.6.1.63) (Kynurenine--oxoglutarate transaminase III)	4	0.13975	0.217777217969802	1.55833429674277	0.0385	0.0192738	0.500618181818182	0.00611787692273833
P51125	Cast	Calpastatin (Calpain inhibitor)	3	0.237	0.0373229152130431	0.157480654907355	0.218	0.00741300000000001	0.0340045871559633	0.128023920728974
Q8BZF8	Pgm5	Phosphoglucomutase-like protein 5	8	0.08275	0.0118049626368381	0.14265815875333	0.0825	0.0155673	0.188694545454545	0.655690526168756
Q3TC93	Hs1bp3	HCLS1-binding protein 3 (HS1-binding protein 3) (HSP1BP-3)	3	0.161666666666667	0.0135769412362775	0.083981079812026	0.16	0.0163086	0.10192875	0.796576886398451
P70297	Stam	Signal transducing adapter molecule 1 (STAM-1)	1	0.215	NA	NA	0.215	NA	NA	0
P70296	Pebp1	Phosphatidylethanolamine-binding protein 1 (PEBP-1) (HCNPpp) [Cleaved into: Hippocampal cholinergic neurostimulating peptide (HCNP)]	16	0.0500625	0.0118966031566438	0.237635019358677	0.05	0.0133434	0.266868	0.200866335884164
P70295			1	0.123	NA	NA	0.123	NA	NA	0
P23953	Ces1c	Carboxylesterase 1C (EC 3.1.1.1) (Liver carboxylesterase N) (Lung surfactant convertase) (PES-N)	3	0.553333333333333	0.14809568978648	0.267642812867133	0.582	0.1527078	0.262384536082474	0.678321424341544
P00405	Mtco2	Cytochrome c oxidase subunit 2 (Cytochrome c oxidase polypeptide II)	2	0.036	0.014142135623731	0.392837100659193	0.036	0.014826	0.411833333333333	0
Q3UJB9	Edc4	Enhancer of mRNA-decapping protein 4	1	0.485	NA	NA	0.485	NA	NA	0
Q499X9	Mars2	Methionine--tRNA ligase, mitochondrial (EC 6.1.1.10) (Methionyl-tRNA synthetase 2) (Mitochondrial methionyl-tRNA synthetase) (MtMetRS)	2	0.071	0.014142135623731	0.199185008784943	0.071	0.014826	0.208816901408451	0
Q3TC72	Fahd2	Fumarylacetoacetate hydrolase domain-containing protein 2A (EC 3.-.-.-)	3	0.0473333333333333	0.0181475434517549	0.383398805318766	0.05	0.0207564	0.415128	0.756296310187178
Q3UJB3	Lrrc14b	Leucine-rich repeat-containing protein 14B	1	0.532	NA	NA	0.532	NA	NA	0
Q8BMJ2	Lars	Leucine--tRNA ligase, cytoplasmic (EC 6.1.1.4) (Leucyl-tRNA synthetase) (LeuRS)	4	0.20675	0.0355750380651003	0.172067898742928	0.203	0.0318759	0.157024137931035	0.91700373877249
P11983	Tcp1	T-complex protein 1 subunit alpha (TCP-1-alpha) (CCT-alpha) (Tailless complex polypeptide 1A) (TCP-1-A) (Tailless complex polypeptide 1B) (TCP-1-B)	9	0.234555555555556	0.0978533483217502	0.417186231594387	0.24	0.1126776	0.46949	0.89325537659938
Q80UP3	Dgkz	Diacylglycerol kinase zeta (DAG kinase zeta) (EC 2.7.1.107) (Diglyceride kinase zeta) (DGK-zeta)	2	0.266	0.144249783362056	0.542292418654345	0.266	0.1512252	0.568515789473684	0
P70268	Pkn1	Serine/threonine-protein kinase N1 (EC 2.7.11.13) (Protein kinase C-like 1) (Protein kinase C-like PKN) (Protein-kinase C-related kinase 1) (Serine-threonine protein kinase N)	1	0.158	NA	NA	0.158	NA	NA	0
P70265	Pfkfb2	6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 2 (6PF-2-K/Fru-2,6-P2ase 2) (PFK/FBPase 2) (6PF-2-K/Fru-2,6-P2ase heart-type isozyme) [Includes: 6-phosphofructo-2-kinase (EC 2.7.1.105); Fructose-2,6-bisphosphatase (EC 3.1.3.46)]	3	0.188	0.0560267793113258	0.298014783570882	0.186	0.0785778	0.422461290322581	0.94094787251561
